"V1"	"V2"	"V3"	"V4"
"132"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.2.histologic_disease_progression_present_indicator"	"1"	"NA ,no ,"
"139"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.2.new_neoplasm_confirmed_diagnosis_method_name"	"1"	"imaging ,NA ,pathology ,"
"140"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.2.new_neoplasm_event_occurrence_anatomic_site"	"1"	"lung ,lymph node only ,NA ,"
"141"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.2.new_neoplasm_event_type"	"1"	"distant metastasis ,locoregional recurrence ,NA ,"
"143"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.2.new_tumor_event_additional_surgery_procedure"	"1"	"NA ,no ,"
"147"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.2.therapeutic_procedure_new_neoplasm_required_additional_therapy_type"	"1"	"NA ,surgery (distant metastasis) or surgery (loco-regional) ,"
"148"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.2.thyroid_gland_carcinoma_involvement_regional_lymph_node_type"	"1"	"lateral (levels 2-5) ,NA ,"
"150"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.additional_pharmaceutical_therapy"	"1"	"NA ,no ,yes ,"
"151"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.additional_radiation_therapy"	"1"	"NA ,no ,yes ,"
"152"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event_after_initial_treatment"	"0.217891054472764"	"NA ,no ,yes ,"
"153"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.days_to_new_tumor_event_additional_surgery_procedure"	"1"	"1099 ,2120 ,404 ,799 ,NA ,"
"154"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.days_to_new_tumor_event_after_initial_treatment"	"1"	"1062 ,2093 ,385 ,745 ,NA ,"
"155"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.histologic_disease_progression_present_indicator"	"1"	"NA ,no ,yes ,"
"157"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.histologic_disease_progression_present_type"	"1"	"NA ,poorly differentiated ,"
"161"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.i_131_total_administered_preparation_technique"	"1"	"NA ,patient did not receive i-131 treatment ,"
"162"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.new_neoplasm_confirmed_diagnosis_method_name"	"1"	"NA ,pathology ,"
"163"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.new_neoplasm_event_occurrence_anatomic_site"	"1"	"lung ,lymph node only ,NA ,other, specify ,soft tissue ,"
"164"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.new_neoplasm_event_type"	"1"	"locoregional recurrence ,NA ,new primary tumor ,"
"165"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.new_neoplasm_occurrence_anatomic_site_text"	"1"	"cecum ,NA ,"
"166"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.new_tumor_event_additional_surgery_procedure"	"1"	"NA ,yes ,"
"167"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.radiation_therapy_administered_dose_text"	"1"	"50 ,NA ,"
"168"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.radiation_therapy_administered_preparation_technique_text"	"1"	"imrt ,NA ,patient did not receive external radiation therapy ,"
"169"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.radiosensitizing_agent_administered_indicator"	"1"	"NA ,no ,"
"170"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.therapeutic_procedure_new_neoplasm_required_additional_therapy_type"	"1"	"NA ,surgery (distant metastasis) or surgery (loco-regional) ,"
"171"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.therapeutic_procedure_new_neoplasm_required_additional_therapy_type.2"	"1"	"ebrt ,NA ,pharmaceutical therapy ,"
"172"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.therapeutic_procedure_new_neoplasm_required_additional_therapy_type.3"	"1"	"NA ,pharmaceutical therapy ,"
"173"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.thyroid_gland_carcinoma_involvement_regional_lymph_node_type"	"1"	"lateral (levels 2-5) ,NA ,"
"175"	"patient.follow_ups.follow_up.2.new_tumor.histologic_disease_progression_present_indicator"	"1"	"NA ,no ,"
"181"	"patient.follow_ups.follow_up.2.new_tumor.i_131_total_administered_preparation_technique"	"1"	"NA ,patient did not receive i-131 treatment ,"
"182"	"patient.follow_ups.follow_up.2.new_tumor.new_neoplasm_confirmed_diagnosis_method_name"	"1"	"NA ,pathology ,"
"183"	"patient.follow_ups.follow_up.2.new_tumor.new_neoplasm_event_occurrence_anatomic_site"	"1"	"lymph node only ,NA ,"
"184"	"patient.follow_ups.follow_up.2.new_tumor.new_neoplasm_event_type"	"1"	"locoregional recurrence ,NA ,"
"186"	"patient.follow_ups.follow_up.2.new_tumor.new_tumor_event_after_initial_treatment"	"1"	"NA ,no ,yes ,"
"188"	"patient.follow_ups.follow_up.2.new_tumor.radiation_therapy_administered_preparation_technique_text"	"1"	"NA ,patient did not receive radiation therapy ,"
"190"	"patient.follow_ups.follow_up.2.new_tumor.therapeutic_procedure_new_neoplasm_required_additional_therapy_type"	"1"	"NA ,surgery (distant metastasis) or surgery (loco-regional) ,"
"191"	"patient.follow_ups.follow_up.2.new_tumor.thyroid_gland_carcinoma_involvement_regional_lymph_node_type"	"1"	"lateral (levels 2-5) ,NA ,"
"193"	"patient.follow_ups.follow_up.2.person_neoplasm_cancer_status"	"0.218390804597701"	"NA ,tumor free ,with tumor ,"
"194"	"patient.follow_ups.follow_up.2.postoperative_rx_tx"	"0.0549981902282247"	"NA ,no ,"
"195"	"patient.follow_ups.follow_up.2.post_surgical_procedure_assessment_thyroid_gland_carcinoma_status"	"0.264367816091954"	"NA ,no imaging evidence of disease ,persistent locoregional disease ,"
"196"	"patient.follow_ups.follow_up.2.radiation_therapy"	"0.0389805097451274"	"NA ,no ,yes ,"
"197"	"patient.follow_ups.follow_up.2.radiation_therapy_administered_dose_text"	"1"	"66 ,NA ,"
"198"	"patient.follow_ups.follow_up.2.radiation_therapy_administered_preparation_technique_text"	"0.185907046476762"	"imrt ,NA ,patient did not receive external radiation therapy ,patient did not receive radiation therapy ,"
"199"	"patient.follow_ups.follow_up.2.radiosensitizing_agent_administered_indicator"	"1"	"NA ,no ,"
"200"	"patient.follow_ups.follow_up.2.targeted_molecular_therapy"	"1"	"NA ,no ,"
"201"	"patient.follow_ups.follow_up.2.vital_status"	"0.0549981902282247"	"alive ,NA ,"
"202"	"patient.follow_ups.follow_up.2.year_of_form_completion"	"0.0764617691154423"	"2012 ,2013 ,2014 ,NA ,"
"203"	"patient.follow_ups.follow_up.3.bcr_followup_barcode"	"1"	"NA ,tcga-em-a3su-f63963 ,"
"204"	"patient.follow_ups.follow_up.3.bcr_followup_uuid"	"1"	"3ad84631-8a52-4871-86d3-84b59f079029 ,NA ,"
"205"	"patient.follow_ups.follow_up.3.day_of_form_completion"	"1"	"21 ,NA ,"
"207"	"patient.follow_ups.follow_up.3.days_to_last_followup"	"1"	"911 ,NA ,"
"208"	"patient.follow_ups.follow_up.3.i_131_first_administered_dose"	"1"	"125mci ,NA ,"
"210"	"patient.follow_ups.follow_up.3.i_131_total_administered_dose"	"1"	"125mci ,NA ,"
"211"	"patient.follow_ups.follow_up.3.i_131_total_administered_preparation_technique"	"1"	"NA ,rhtsh ,"
"212"	"patient.follow_ups.follow_up.3.lost_follow_up"	"1"	"NA ,no ,"
"213"	"patient.follow_ups.follow_up.3.month_of_form_completion"	"1"	"8 ,NA ,"
"216"	"patient.follow_ups.follow_up.3.new_tumor_events.new_tumor_event_after_initial_treatment"	"1"	"NA ,no ,"
"237"	"patient.follow_ups.follow_up.3.person_neoplasm_cancer_status"	"1"	"NA ,tumor free ,"
"238"	"patient.follow_ups.follow_up.3.postoperative_rx_tx"	"1"	"NA ,no ,"
"239"	"patient.follow_ups.follow_up.3.post_surgical_procedure_assessment_thyroid_gland_carcinoma_status"	"1"	"NA ,no imaging evidence of disease ,"
"240"	"patient.follow_ups.follow_up.3.radiation_therapy"	"1"	"NA ,yes ,"
"242"	"patient.follow_ups.follow_up.3.radiation_therapy_administered_preparation_technique_text"	"1"	"NA ,patient did not receive external radiation therapy ,"
"244"	"patient.follow_ups.follow_up.3.vital_status"	"1"	"alive ,NA ,"
"245"	"patient.follow_ups.follow_up.3.year_of_form_completion"	"1"	"2014 ,NA ,"
"249"	"patient.follow_ups.follow_up.days_to_death"	"1"	"1023 ,NA ,"
"251"	"patient.follow_ups.follow_up.followup_case_report_form_submission_reason"	"0.636508699744265"	"NA ,scheduled follow-up submission ,"
"253"	"patient.follow_ups.follow_up.i_131_subsequent_administered_dose"	"1"	"0 ,124.3 ,150 ,151 mci ,197.8 millicuries ,217 ,NA ,no ,none ,yes ,"
"255"	"patient.follow_ups.follow_up.i_131_total_administered_preparation_technique"	"0.335332333833083"	"NA ,patient did not receive i-131 treatment ,rhtsh ,thyroxine withdrawal ,"
"256"	"patient.follow_ups.follow_up.lost_follow_up"	"1"	"NA ,no ,yes ,"
"258"	"patient.follow_ups.follow_up.new_tumor.additional_pharmaceutical_therapy"	"0.419790104947526"	"NA ,no ,yes ,"
"259"	"patient.follow_ups.follow_up.new_tumor.additional_radiation_therapy"	"0.360819590204898"	"NA ,no ,yes ,"
"260"	"patient.follow_ups.follow_up.new_tumor.additional_surgery_locoregional_procedure"	"1"	"NA ,no ,yes ,"
"261"	"patient.follow_ups.follow_up.new_tumor.days_to_additional_surgery_metastatic_procedure"	"0.416291854072964"	"1215 ,232 ,483 ,492 ,526 ,567 ,577 ,NA ,"
"263"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.2.additional_pharmaceutical_therapy"	"1"	"NA ,no ,"
"264"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.2.additional_radiation_therapy"	"1"	"NA ,yes ,"
"265"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.2.days_to_new_tumor_event_additional_surgery_procedure"	"1"	"356 ,NA ,"
"266"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.2.days_to_new_tumor_event_after_initial_treatment"	"1"	"330 ,NA ,"
"267"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.2.histologic_disease_progression_present_indicator"	"1"	"NA ,no ,"
"270"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.2.i_131_first_administered_dose"	"1"	"171 ,NA ,"
"271"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.2.i_131_subsequent_administered_dose"	"1"	"4 mci ,NA ,"
"272"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.2.i_131_total_administered_dose"	"1"	"175 ,NA ,"
"274"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.2.new_neoplasm_confirmed_diagnosis_method_name"	"1"	"NA ,pathology ,"
"275"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.2.new_neoplasm_event_occurrence_anatomic_site"	"1"	"lymph node only ,NA ,"
"276"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.2.new_neoplasm_event_type"	"1"	"locoregional recurrence ,NA ,"
"278"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.2.new_tumor_event_additional_surgery_procedure"	"1"	"NA ,yes ,"
"279"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.2.radiation_therapy_administered_dose_text"	"1"	"6600 ,NA ,"
"280"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.2.radiation_therapy_administered_preparation_technique_text"	"1"	"imrt ,NA ,"
"281"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.2.radiosensitizing_agent_administered_indicator"	"1"	"NA ,no ,"
"282"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.2.therapeutic_procedure_new_neoplasm_required_additional_therapy_type"	"1"	"NA ,surgery (distant metastasis) or surgery (loco-regional) ,"
"283"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.2.therapeutic_procedure_new_neoplasm_required_additional_therapy_type.2"	"1"	"NA ,rai therapy ,"
"284"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.2.therapeutic_procedure_new_neoplasm_required_additional_therapy_type.3"	"1"	"ebrt ,NA ,"
"285"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.2.thyroid_gland_carcinoma_involvement_regional_lymph_node_type"	"1"	"NA ,other ,"
"286"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.2.thyroid_gland_carcinoma_regional_lymph_node_involvement_anatomic_sites_text"	"1"	"NA ,r paratracheal ,"
"287"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.additional_pharmaceutical_therapy"	"1"	"NA ,no ,"
"288"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.additional_radiation_therapy"	"1"	"NA ,no ,yes ,"
"289"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event_after_initial_treatment"	"0.456271864067966"	"NA ,no ,yes ,"
"290"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.days_to_new_tumor_event_additional_surgery_procedure"	"1"	"1279 ,1855 ,271 ,660 ,895 ,91 ,NA ,"
"292"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.histologic_disease_progression_present_indicator"	"0.155422288855572"	"NA ,no ,yes ,"
"295"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.i_131_first_administered_dose"	"1"	"125 ,NA ,"
"297"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.i_131_total_administered_dose"	"1"	"125 ,NA ,"
"298"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.i_131_total_administered_preparation_technique"	"1"	"NA ,patient did not receive i-131 treatment ,rhtsh ,"
"299"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.new_neoplasm_confirmed_diagnosis_method_name"	"0.537731134432784"	"imaging ,NA ,pathology ,"
"300"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.new_neoplasm_event_occurrence_anatomic_site"	"0.316341829085457"	"lung ,lymph node only ,NA ,other, specify ,"
"301"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.new_neoplasm_event_type"	"1"	"biochemical evidence of disease ,distant metastasis ,locoregional recurrence ,NA ,new primary tumor ,"
"302"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.new_neoplasm_occurrence_anatomic_site_text"	"1"	"lt. thyroid ,NA ,pretracheal lymph node ,prostate ,"
"303"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.new_tumor_event_additional_surgery_procedure"	"1"	"NA ,no ,yes ,"
"305"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.radiation_therapy_administered_preparation_technique_text"	"1"	"NA ,patient did not receive external radiation therapy ,"
"306"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.radiosensitizing_agent_administered_indicator"	"1"	"NA ,no ,"
"307"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.therapeutic_procedure_new_neoplasm_required_additional_therapy_type"	"0.172913543228386"	"NA ,rai therapy ,surgery (distant metastasis) or surgery (loco-regional) ,"
"308"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.therapeutic_procedure_new_neoplasm_required_additional_therapy_type.2"	"1"	"NA ,rai therapy ,"
"309"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.thyroid_gland_carcinoma_involvement_regional_lymph_node_type"	"1"	"central (levels 6-7) ,lateral (levels 2-5) ,NA ,"
"311"	"patient.follow_ups.follow_up.new_tumor.histologic_disease_progression_present_indicator"	"0.370314842578711"	"NA ,no ,yes ,"
"317"	"patient.follow_ups.follow_up.new_tumor.i_131_total_administered_preparation_technique"	"0.372343488264736"	"NA ,patient did not receive i-131 treatment ,"
"318"	"patient.follow_ups.follow_up.new_tumor.new_neoplasm_confirmed_diagnosis_method_name"	"0.414292853573213"	"imaging ,NA ,pathology ,"
"319"	"patient.follow_ups.follow_up.new_tumor.new_neoplasm_event_occurrence_anatomic_site"	"1"	"bone ,lung ,lymph node only ,NA ,"
"320"	"patient.follow_ups.follow_up.new_tumor.new_neoplasm_event_type"	"0.4047976011994"	"distant metastasis ,locoregional recurrence ,NA ,"
"322"	"patient.follow_ups.follow_up.new_tumor.new_tumor_event_after_initial_treatment"	"0.568715642178911"	"NA ,no ,yes ,"
"323"	"patient.follow_ups.follow_up.new_tumor.radiation_therapy_administered_dose_text"	"1"	"6400 cgy ,NA ,"
"324"	"patient.follow_ups.follow_up.new_tumor.radiation_therapy_administered_preparation_technique_text"	"0.379310344827586"	"imrt ,NA ,patient did not receive radiation therapy ,"
"325"	"patient.follow_ups.follow_up.new_tumor.radiosensitizing_agent_administered_indicator"	"1"	"NA ,no ,"
"326"	"patient.follow_ups.follow_up.new_tumor.therapeutic_procedure_new_neoplasm_required_additional_therapy_type"	"0.372343488264736"	"NA ,surgery (distant metastasis) or surgery (loco-regional) ,"
"327"	"patient.follow_ups.follow_up.new_tumor.thyroid_gland_carcinoma_involvement_regional_lymph_node_type"	"0.368815592203898"	"central (levels 6-7) ,lateral (levels 2-5) ,NA ,"
"329"	"patient.follow_ups.follow_up.person_neoplasm_cancer_status"	"0.797101449275362"	"NA ,tumor free ,with tumor ,"
"330"	"patient.follow_ups.follow_up.postoperative_rx_tx"	"0.666166916541729"	"NA ,no ,yes ,"
"331"	"patient.follow_ups.follow_up.post_surgical_procedure_assessment_thyroid_gland_carcinoma_status"	"0.056471764117941"	"NA ,no imaging evidence of disease ,persistent distant metastases ,persistent locoregional disease ,"
"332"	"patient.follow_ups.follow_up.radiation_therapy"	"0.932033983008496"	"NA ,no ,yes ,"
"333"	"patient.follow_ups.follow_up.radiation_therapy_administered_dose_text"	"1"	"144 ,33 ,36 gy ,50gy ,66 ,6600 (33 fractions) = 66gy ,NA ,"
"334"	"patient.follow_ups.follow_up.radiation_therapy_administered_preparation_technique_text"	"0.572713643178411"	"hyperfractionated ,imrt ,NA ,patient did not receive external radiation therapy ,patient did not receive radiation therapy ,"
"335"	"patient.follow_ups.follow_up.radiosensitizing_agent_administered_indicator"	"1"	"NA ,no ,"
"336"	"patient.follow_ups.follow_up.targeted_molecular_therapy"	"0.745127436281859"	"NA ,no ,yes ,"
"337"	"patient.follow_ups.follow_up.vital_status"	"1"	"alive ,dead ,NA ,"
"338"	"patient.follow_ups.follow_up.year_of_form_completion"	"0.924037981009495"	"2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,NA ,"
"339"	"patient.gender"	"0.000960907976531942"	"female ,male ,"
"340"	"patient.genotype_analysis_performed_indicator"	"0.103948025987006"	"NA ,no ,yes ,"
"341"	"patient.genotyping_results_gene_mutation_not_reported_reasons.genotyping_results_gene_mutation_not_reported_reason"	"0.419680711216837"	"NA ,no braf mutation detected ,"
"342"	"patient.genotyping_results_gene_mutation_not_reported_reasons.genotyping_results_gene_mutation_not_reported_reason.2"	"1"	"NA ,no ras mutation detected ,"
"343"	"patient.genotyping_results_gene_mutation_not_reported_reasons.genotyping_results_gene_mutation_not_reported_reason.3"	"1"	"NA ,no ret/ptc rearrangement detected ,"
"344"	"patient.histological_type"	"0.390804597701149"	"other  specify ,thyroid papillary carcinoma - classical/usual ,thyroid papillary carcinoma - follicular (>= 99% follicular patterned) ,thyroid papillary carcinoma - tall cell (>= 50% tall cell features) ,"
"345"	"patient.histological_type_other"	"0.238380809595202"	"columnar cell variant ,cribiform morular ,cribriform morular ,diffuse sclerosing variant ,encapsulated follicular ,NA ,papillary carcinoma, diffuse sclerosing variant ,papillary carcinoma: mixed papillary and follicular variant ,"
"346"	"patient.history_of_neoadjuvant_treatment"	"1"	"no ,yes ,"
"348"	"patient.i_131_subsequent_administered_dose"	"0.47576211894053"	"0 ,107 mci ,143.4 mci ,150 mci ,n/a ,NA ,"
"350"	"patient.i_131_total_administered_preparation_technique"	"0.3968015992004"	"NA ,patient did not receive i-131 treatment ,rhtsh ,thyroxine withdrawal ,"
"352"	"patient.icd_o_3_histology"	"1"	"8050/3 ,8260/3 ,8290/3 ,8330/3 ,8330/9 ,8340/3 ,8342/3 ,8344/3 ,8350/3 ,"
