"V1"	"V2"	"V3"	"V4"
"130"	"patient.drugs.drug.2.total_dose_units"	"0.641179410294853"	"mg ,mg/m2 ,NA ,"
"131"	"patient.drugs.drug.2.tx_on_clinical_trial"	"0.861069465267366"	"NA ,no ,yes ,"
"132"	"patient.drugs.drug.2.year_of_form_completion"	"0.747126436781609"	"2010 ,2011 ,2012 ,2013 ,2014 ,NA ,"
"135"	"patient.drugs.drug.3.clinical_trail_drug_classification"	"1"	"mage/a3 ,NA ,"
"140"	"patient.drugs.drug.3.measure_of_response"	"1"	"clinical progressive disease ,complete response ,NA ,"
"142"	"patient.drugs.drug.3.number_cycles"	"0.825087456271864"	"01 ,02 ,03 ,1 ,2 ,3 ,4 ,5 ,9 ,NA ,"
"144"	"patient.drugs.drug.3.prescribed_dose_units"	"0.55672163918041"	"mg ,mg/day ,mg/m2 ,NA ,"
"145"	"patient.drugs.drug.3.regimen_indication"	"0.243878060969515"	"adjuvant ,NA ,other: specify in notes ,palliative ,progression ,recurrence ,"
"146"	"patient.drugs.drug.3.regimen_indication_notes"	"1"	"consolidative ,NA ,neo-adjuvant ,recurrence of small cell carcinoma ,"
"147"	"patient.drugs.drug.3.regimen_number"	"0.408295852073963"	"01 ,02 ,03 ,04 ,1 ,2 ,3 ,NA ,"
"148"	"patient.drugs.drug.3.route_of_administrations.route_of_administration"	"1"	"intravenous (iv) ,NA ,oral ,"
"149"	"patient.drugs.drug.3.therapy_ongoing"	"0.388805597201399"	"NA ,no ,yes ,"
"150"	"patient.drugs.drug.3.therapy_types.therapy_type"	"0.594702648675662"	"ancillary ,chemotherapy ,NA ,vaccine ,"
"152"	"patient.drugs.drug.3.total_dose"	"0.59320339830085"	"00180 ,00400 ,100 ,1500 ,270 ,280 ,310 ,600 ,850 ,NA ,"
"153"	"patient.drugs.drug.3.total_dose_units"	"0.209895052473763"	"mg ,mg/m2 ,NA ,"
"154"	"patient.drugs.drug.3.tx_on_clinical_trial"	"0.677161419290355"	"NA ,no ,yes ,"
"155"	"patient.drugs.drug.3.year_of_form_completion"	"1"	"2010 ,2011 ,2012 ,2013 ,2014 ,NA ,"
"163"	"patient.drugs.drug.4.measure_of_response"	"1"	"clinical progressive disease ,complete response ,NA ,"
"165"	"patient.drugs.drug.4.number_cycles"	"0.457271364317841"	"01 ,03 ,04 ,1 ,2 ,3 ,4 ,5 ,NA ,"
"166"	"patient.drugs.drug.4.prescribed_dose"	"0.550724637681159"	"0750 ,200 ,250 ,345 ,45 ,5 ,551 ,75 ,NA ,"
"167"	"patient.drugs.drug.4.prescribed_dose_units"	"0.565217391304348"	"auc ,mg ,mg/day ,mg/m2 ,NA ,"
"168"	"patient.drugs.drug.4.regimen_indication"	"0.326336831584208"	"adjuvant ,NA ,other: specify in notes ,palliative ,progression ,recurrence ,"
"169"	"patient.drugs.drug.4.regimen_indication_notes"	"1"	"consolidative ,NA ,neo-adjuvant ,progression of small cell carcinoma ,"
"170"	"patient.drugs.drug.4.regimen_number"	"0.495752123938031"	"01 ,02 ,1 ,2 ,4 ,NA ,"
"171"	"patient.drugs.drug.4.route_of_administrations.route_of_administration"	"0.628685657171414"	"intravenous (iv) ,NA ,oral ,"
"172"	"patient.drugs.drug.4.therapy_ongoing"	"1"	"NA ,no ,"
"173"	"patient.drugs.drug.4.therapy_types.therapy_type"	"1"	"chemotherapy ,NA ,"
"175"	"patient.drugs.drug.4.total_dose"	"0.463768115942029"	"00750 ,1000 ,2204 ,225 ,360 ,600 ,NA ,"
"176"	"patient.drugs.drug.4.total_dose_units"	"0.512743628185907"	"mg ,mg/m2 ,NA ,"
"177"	"patient.drugs.drug.4.tx_on_clinical_trial"	"1"	"NA ,no ,yes ,"
"178"	"patient.drugs.drug.4.year_of_form_completion"	"0.822588705647176"	"2010 ,2011 ,2012 ,2013 ,2014 ,NA ,"
"179"	"patient.drugs.drug.5.bcr_drug_barcode"	"0.567716141929036"	"NA ,tcga-22-4595-d14619 ,tcga-22-5472-d11185 ,tcga-33-4587-d29091 ,tcga-34-2609-d4235 ,tcga-39-5029-d8465 ,tcga-39-5040-d29969 ,tcga-60-2715-d12850 ,tcga-nc-a5hp-d42363 ,"
"180"	"patient.drugs.drug.5.bcr_drug_uuid"	"0.551724137931034"	"142c582f-88a3-411f-b740-876315e521bb ,4d05adee-5b32-4992-9964-10bb6c86588c ,6726e342-4e33-4eeb-a0bf-bd7dc91c307b ,71c4f1a9-3604-439c-aa88-835507c96d7a ,84c0db91-78c8-4c11-83b1-13277602f345 ,88966918-f2a9-469d-b28f-4b8aed5144bd ,d699984b-63a3-4d6c-9986-34bc5cd7f7b8 ,db3ce80f-ce23-4605-b08e-87370a462712 ,NA ,"
"182"	"patient.drugs.drug.5.day_of_form_completion"	"0.405797101449275"	"11 ,17 ,4 ,5 ,8 ,9 ,NA ,"
"183"	"patient.drugs.drug.5.days_to_drug_therapy_end"	"0.519740129935032"	"1929 ,211 ,340 ,569 ,633 ,92 ,93 ,NA ,"
"184"	"patient.drugs.drug.5.days_to_drug_therapy_start"	"0.556221889055472"	"140 ,1778 ,281 ,464 ,49 ,546 ,632 ,93 ,NA ,"
"185"	"patient.drugs.drug.5.drug_name"	"0.560219890054973"	"alimta ,cav trial ,cisplatin ,gemcitabine ,NA ,navelbine ,paclitaxel ,topotecan ,"
"187"	"patient.drugs.drug.5.month_of_form_completion"	"0.461769115442279"	"11 ,2 ,3 ,4 ,5 ,6 ,8 ,NA ,"
"188"	"patient.drugs.drug.5.number_cycles"	"0.482258870564718"	"04 ,1 ,2 ,3 ,4 ,6 ,NA ,"
"189"	"patient.drugs.drug.5.prescribed_dose"	"0.331834082958521"	"0150 ,1 ,175 ,1770 ,NA ,"
"190"	"patient.drugs.drug.5.prescribed_dose_units"	"0.334832583708146"	"g/day ,mg ,mg/m2 ,NA ,"
"191"	"patient.drugs.drug.5.regimen_indication"	"0.259370314842579"	"adjuvant ,NA ,other: specify in notes ,progression ,recurrence ,"
"192"	"patient.drugs.drug.5.regimen_indication_notes"	"1"	"NA ,progression of small cell lung carcinoma ,"
"193"	"patient.drugs.drug.5.regimen_number"	"0.326336831584208"	"01 ,02 ,1 ,2 ,5 ,NA ,"
"194"	"patient.drugs.drug.5.route_of_administrations.route_of_administration"	"0.420789605197401"	"intravenous (iv) ,NA ,oral ,"
"195"	"patient.drugs.drug.5.therapy_ongoing"	"0.555222388805597"	"NA ,no ,yes ,"
"196"	"patient.drugs.drug.5.therapy_types.therapy_type"	"0.559314771211359"	"chemotherapy ,NA ,"
"198"	"patient.drugs.drug.5.total_dose"	"0.260369815092454"	"00600 ,14000 ,360 ,NA ,"
"199"	"patient.drugs.drug.5.total_dose_units"	"0.263300096854198"	"mg ,NA ,"
"200"	"patient.drugs.drug.5.tx_on_clinical_trial"	"1"	"NA ,no ,"
"201"	"patient.drugs.drug.5.year_of_form_completion"	"0.565217391304348"	"2010 ,2011 ,2012 ,2013 ,NA ,"
"202"	"patient.drugs.drug.6.bcr_drug_barcode"	"0.455772113943028"	"NA ,tcga-22-4595-d14620 ,tcga-22-5472-d15155 ,tcga-33-4587-d29092 ,tcga-39-5029-d8466 ,tcga-39-5040-d29970 ,tcga-60-2715-d12851 ,"
"203"	"patient.drugs.drug.6.bcr_drug_uuid"	"0.450274862568716"	"4d05a9e1-9474-4fa8-849e-97441a16f303 ,57f6cb55-419d-40e7-ad33-43e96d2e9441 ,5d25411d-2f5e-4602-8557-18ed337027fe ,607ddb8d-8bc8-42ee-b40c-92feba473bea ,951e4ab1-1010-4a41-b6e0-933cd2388dd0 ,df1332c7-ca9f-407c-8089-e76bd5148bb5 ,NA ,"
"205"	"patient.drugs.drug.6.day_of_form_completion"	"0.457771114442779"	"11 ,12 ,4 ,5 ,8 ,9 ,NA ,"
"206"	"patient.drugs.drug.6.days_to_drug_therapy_end"	"0.454272863568216"	"154 ,211 ,24 ,401 ,766 ,986 ,NA ,"
"207"	"patient.drugs.drug.6.days_to_drug_therapy_start"	"0.466766616691654"	"140 ,24 ,341 ,643 ,915 ,93 ,NA ,"
"208"	"patient.drugs.drug.6.drug_name"	"0.465767116441779"	"carboplatin ,cisplatin ,cytoxan ,docetaxel ,etoposide ,NA ,tarceva ,"
"210"	"patient.drugs.drug.6.month_of_form_completion"	"0.216891554222889"	"2 ,3 ,6 ,8 ,NA ,"
"211"	"patient.drugs.drug.6.number_cycles"	"0.28335832083958"	"03 ,04 ,1 ,4 ,NA ,"
"212"	"patient.drugs.drug.6.prescribed_dose"	"0.240379810094953"	"0150 ,150 ,75 ,NA ,"
"213"	"patient.drugs.drug.6.prescribed_dose_units"	"0.345827086456772"	"g/day ,mg ,mg/m2 ,NA ,"
"214"	"patient.drugs.drug.6.regimen_indication"	"0.276361819090455"	"adjuvant ,NA ,other: specify in notes ,progression ,recurrence ,"
"215"	"patient.drugs.drug.6.regimen_indication_notes"	"1"	"NA ,recurrence of small cell carcinoma ,"
"216"	"patient.drugs.drug.6.regimen_number"	"0.357321339330335"	"01 ,03 ,1 ,2 ,3 ,NA ,"
"217"	"patient.drugs.drug.6.route_of_administrations.route_of_administration"	"0.245377311344328"	"intravenous (iv) ,NA ,oral ,"
"218"	"patient.drugs.drug.6.therapy_ongoing"	"0.458382148055889"	"NA ,no ,"
"219"	"patient.drugs.drug.6.therapy_types.therapy_type"	"0.0999500249875062"	"chemotherapy ,NA ,targeted molecular therapy ,"
"221"	"patient.drugs.drug.6.total_dose"	"0.255872063968016"	"160 ,19500 ,600 ,NA ,"
"222"	"patient.drugs.drug.6.total_dose_units"	"0.263300096854198"	"mg ,NA ,"
"224"	"patient.drugs.drug.6.year_of_form_completion"	"0.458270864567716"	"2011 ,2012 ,NA ,"
"225"	"patient.drugs.drug.7.bcr_drug_barcode"	"0.456771614192904"	"NA ,tcga-22-4595-d14621 ,tcga-22-5472-d15157 ,tcga-33-4587-d29094 ,tcga-39-5029-d8467 ,tcga-39-5040-d29971 ,tcga-60-2715-d12852 ,"
"226"	"patient.drugs.drug.7.bcr_drug_uuid"	"0.458770614692654"	"04a0b97f-9d27-4269-a5fa-b49c14900882 ,9100e3bb-00a9-4f1f-91da-fe21afd7a2b7 ,aeb2e38f-679d-4d2b-bd69-159ca771f879 ,b3ff04b9-6349-4655-a20e-6686a903e29d ,c3e9cd2d-f5f7-45b6-8449-42b2492d3e7d ,ea26fa13-0c52-40b7-87b0-a485d962a0bf ,NA ,"
"228"	"patient.drugs.drug.7.day_of_form_completion"	"0.451274362818591"	"11 ,12 ,4 ,5 ,8 ,9 ,NA ,"
"229"	"patient.drugs.drug.7.days_to_drug_therapy_end"	"0.449275362318841"	"1307 ,154 ,24 ,535 ,637 ,955 ,NA ,"
"230"	"patient.drugs.drug.7.days_to_drug_therapy_start"	"0.451274362818591"	"1221 ,24 ,514 ,609 ,903 ,93 ,NA ,"
"231"	"patient.drugs.drug.7.drug_name"	"0.469265367316342"	"carboplatin ,docetaxel ,ironotecan ,NA ,pemetsexed ,tl32711 ,vincristine ,"
"233"	"patient.drugs.drug.7.month_of_form_completion"	"0.226386806596702"	"2 ,3 ,6 ,8 ,NA ,"
"234"	"patient.drugs.drug.7.number_cycles"	"0.461769115442279"	"02 ,1 ,2 ,4 ,NA ,"
"235"	"patient.drugs.drug.7.prescribed_dose"	"0.461769115442279"	"1000 ,4.78 ,5 ,6 ,60 ,75 ,NA ,"
"236"	"patient.drugs.drug.7.prescribed_dose_units"	"0.455272363818091"	"auc ,mg ,mg/m2 ,mg/ml ,NA ,"
"237"	"patient.drugs.drug.7.regimen_indication"	"0.347326336831584"	"adjuvant ,NA ,other: specify in notes ,palliative ,progression ,recurrence ,"
"238"	"patient.drugs.drug.7.regimen_indication_notes"	"1"	"NA ,recurrence of small cell carcinoma ,"
"239"	"patient.drugs.drug.7.regimen_number"	"0.344827586206897"	"01 ,05 ,1 ,2 ,3 ,NA ,"
"240"	"patient.drugs.drug.7.route_of_administrations.route_of_administration"	"0.45838214805589"	"intravenous (iv) ,NA ,"
"241"	"patient.drugs.drug.7.therapy_ongoing"	"0.458382148055889"	"NA ,no ,"
"242"	"patient.drugs.drug.7.therapy_types.therapy_type"	"0.45838214805589"	"chemotherapy ,NA ,"
"244"	"patient.drugs.drug.7.total_dose"	"0.334832583708146"	"02000 ,10 ,160 ,26.68 ,NA ,"
"245"	"patient.drugs.drug.7.total_dose_units"	"0.339330334832584"	"auc ,mg ,NA ,"
"247"	"patient.drugs.drug.7.year_of_form_completion"	"0.460769615192404"	"2011 ,2012 ,NA ,"
"248"	"patient.drugs.drug.8.bcr_drug_barcode"	"1"	"NA ,tcga-22-4595-d14622 ,tcga-22-5472-d15162 ,tcga-39-5029-d8469 ,"
"249"	"patient.drugs.drug.8.bcr_drug_uuid"	"1"	"191ad296-c693-451e-8a03-4c51e75b1f1d ,305d1ca3-71a4-452b-9a25-d95cdb7bc3c9 ,f2e40d60-5cac-426d-ad86-24a1852ef5ee ,NA ,"
"251"	"patient.drugs.drug.8.day_of_form_completion"	"1"	"11 ,12 ,4 ,NA ,"
"252"	"patient.drugs.drug.8.days_to_drug_therapy_end"	"1"	"1778 ,672 ,724 ,NA ,"
"253"	"patient.drugs.drug.8.days_to_drug_therapy_start"	"1"	"1594 ,672 ,675 ,NA ,"
"254"	"patient.drugs.drug.8.drug_name"	"1"	"gemcitabine ,irinotecan ,NA ,ras inhibitor ,"
"256"	"patient.drugs.drug.8.month_of_form_completion"	"1"	"2 ,8 ,NA ,"
"257"	"patient.drugs.drug.8.number_cycles"	"1"	"01 ,NA ,"
"258"	"patient.drugs.drug.8.prescribed_dose"	"1"	"1900 ,NA ,"
"259"	"patient.drugs.drug.8.prescribed_dose_units"	"1"	"mg ,NA ,"
"260"	"patient.drugs.drug.8.regimen_indication"	"1"	"NA ,other: specify in notes ,palliative ,"
"261"	"patient.drugs.drug.8.regimen_indication_notes"	"1"	"NA ,progression of small cell carcinoma ,"
"262"	"patient.drugs.drug.8.regimen_number"	"1"	"01 ,4 ,NA ,"
"263"	"patient.drugs.drug.8.route_of_administrations.route_of_administration"	"1"	"intravenous (iv) ,NA ,oral ,"
"264"	"patient.drugs.drug.8.therapy_ongoing"	"1"	"NA ,no ,"
"265"	"patient.drugs.drug.8.therapy_types.therapy_type"	"1"	"chemotherapy ,NA ,"
"267"	"patient.drugs.drug.8.total_dose"	"1"	"01900 ,NA ,"
"268"	"patient.drugs.drug.8.total_dose_units"	"1"	"mg ,NA ,"
"270"	"patient.drugs.drug.8.year_of_form_completion"	"1"	"2011 ,NA ,"
"271"	"patient.drugs.drug.9.bcr_drug_barcode"	"1"	"NA ,tcga-39-5029-d8472 ,"
"272"	"patient.drugs.drug.9.bcr_drug_uuid"	"1"	"6908c0e3-8bc5-4d7a-a111-691139e91a4d ,NA ,"
"274"	"patient.drugs.drug.9.day_of_form_completion"	"1"	"11 ,NA ,"
"275"	"patient.drugs.drug.9.days_to_drug_therapy_end"	"1"	"658 ,NA ,"
"276"	"patient.drugs.drug.9.days_to_drug_therapy_start"	"1"	"645 ,NA ,"
"277"	"patient.drugs.drug.9.drug_name"	"1"	"gemcitabine ,NA ,"
"279"	"patient.drugs.drug.9.month_of_form_completion"	"1"	"2 ,NA ,"
"280"	"patient.drugs.drug.9.number_cycles"	"1"	"02 ,NA ,"
"281"	"patient.drugs.drug.9.prescribed_dose"	"1"	"1800 ,NA ,"
"282"	"patient.drugs.drug.9.prescribed_dose_units"	"1"	"mg ,NA ,"
"283"	"patient.drugs.drug.9.regimen_indication"	"1"	"NA ,progression ,"
"285"	"patient.drugs.drug.9.regimen_number"	"1"	"01 ,NA ,"
"286"	"patient.drugs.drug.9.route_of_administrations.route_of_administration"	"1"	"intravenous (iv) ,NA ,"
"287"	"patient.drugs.drug.9.therapy_ongoing"	"1"	"NA ,no ,"
"288"	"patient.drugs.drug.9.therapy_types.therapy_type"	"1"	"chemotherapy ,NA ,"
"290"	"patient.drugs.drug.9.total_dose"	"1"	"03600 ,NA ,"
"291"	"patient.drugs.drug.9.total_dose_units"	"1"	"mg ,NA ,"
"293"	"patient.drugs.drug.9.year_of_form_completion"	"1"	"2011 ,NA ,"
"296"	"patient.drugs.drug.clinical_trail_drug_classification"	"1"	"antigen specific cancer immunotherapeutic therapy ,NA ,"
"301"	"patient.drugs.drug.measure_of_response"	"0.0204897551224388"	"clinical progressive disease ,complete response ,NA ,partial response ,stable disease ,"
"305"	"patient.drugs.drug.prescribed_dose_units"	"0.529735132433783"	"auc ,mg ,mg/day ,mg/kg/day ,mg/m2 ,mg/m2/wk ,ml ,NA ,"
"306"	"patient.drugs.drug.regimen_indication"	"0.451774112943528"	"adjuvant ,NA ,other: specify in notes ,palliative ,progression ,recurrence ,"
"307"	"patient.drugs.drug.regimen_indication_notes"	"1"	"NA ,neo-adjuvant ,recurrence of small cell carcinoma ,"
"308"	"patient.drugs.drug.regimen_number"	"0.419290354822589"	"01 ,02 ,1 ,3 ,NA ,"
"309"	"patient.drugs.drug.route_of_administrations.route_of_administration"	"0.64167916041979"	"intramuscular (im) ,intravenous (iv) ,NA ,"
"310"	"patient.drugs.drug.therapy_ongoing"	"0.149925037481259"	"NA ,no ,yes ,"
"311"	"patient.drugs.drug.therapy_types.therapy_type"	"0.357321339330335"	"chemotherapy ,NA ,other, specify ,vaccine ,"
"312"	"patient.drugs.drug.therapy_types.therapy_type_notes"	"1"	"mage3-as15-nsc-003 ,NA ,vaccine ,"
"314"	"patient.drugs.drug.total_dose_units"	"0.355322338830585"	"auc ,mg ,mg/m2 ,mg/m2/wk ,NA ,"
"315"	"patient.drugs.drug.tx_on_clinical_trial"	"0.753623188405797"	"NA ,no ,yes ,"
"316"	"patient.drugs.drug.year_of_form_completion"	"0.594702648675662"	"2003 ,2010 ,2011 ,2012 ,2013 ,2014 ,NA ,"
"317"	"patient.eastern_cancer_oncology_group"	"0.820589705147426"	"0 ,1 ,2 ,3 ,NA ,"
"318"	"patient.egfr_mutation_performed"	"0.137931034482759"	"NA ,no ,yes ,"
"319"	"patient.egfr_mutation_result"	"1"	"l858r ,NA ,other ,"
"320"	"patient.eml4_alk_translocation_method"	"1"	"fish ,NA ,"
"321"	"patient.eml4_alk_translocation_performed"	"0.252873563218391"	"NA ,no ,yes ,"
"323"	"patient.ethnicity"	"0.700649675162419"	"hispanic or latino ,NA ,not hispanic or latino ,"
"325"	"patient.follow_ups.follow_up.2.additional_pharmaceutical_therapy"	"1"	"NA ,no ,yes ,"
"326"	"patient.follow_ups.follow_up.2.additional_radiation_therapy"	"1"	"NA ,no ,yes ,"
"327"	"patient.follow_ups.follow_up.2.additional_surgery_locoregional_procedure"	"1"	"NA ,no ,yes ,"
"328"	"patient.follow_ups.follow_up.2.additional_surgery_metastatic_procedure"	"1"	"NA ,no ,"
"332"	"patient.follow_ups.follow_up.2.days_to_additional_surgery_locoregional_procedure"	"1"	"1433 ,1693 ,838 ,NA ,"
"337"	"patient.follow_ups.follow_up.2.eastern_cancer_oncology_group"	"1"	"0 ,1 ,2 ,3 ,NA ,"
"338"	"patient.follow_ups.follow_up.2.followup_case_report_form_submission_reason"	"1"	"additional new tumor event ,NA ,scheduled follow-up submission ,"
"339"	"patient.follow_ups.follow_up.2.followup_treatment_success"	"0.906546726636682"	"complete remission/response ,NA ,progressive disease ,stable disease ,"
"340"	"patient.follow_ups.follow_up.2.karnofsky_performance_score"	"1"	"0 ,100 ,60 ,70 ,80 ,90 ,NA ,"
"341"	"patient.follow_ups.follow_up.2.lost_follow_up"	"1"	"NA ,no ,"
"343"	"patient.follow_ups.follow_up.2.new_neoplasm_event_types.new_neoplasm_event_type"	"1"	"distant metastasis ,locoregional recurrence ,NA ,new primary tumor ,"
"344"	"patient.follow_ups.follow_up.2.new_tumor_event_after_initial_treatment"	"0.561219390304848"	"NA ,no ,yes ,"
