"V1"	"V2"	"V3"	"V4"
"47"	"patient.drugs.drug.10.days_to_drug_therapy_end"	"1"	"490 ,NA ,"
"48"	"patient.drugs.drug.10.days_to_drug_therapy_start"	"1"	"339 ,NA ,"
"49"	"patient.drugs.drug.10.drug_name"	"1"	"NA ,pemetrexed ,"
"50"	"patient.drugs.drug.10.measure_of_response"	"1"	"clinical progressive disease ,NA ,"
"51"	"patient.drugs.drug.10.month_of_form_completion"	"1"	"1 ,NA ,"
"59"	"patient.drugs.drug.10.therapy_ongoing"	"1"	"NA ,no ,"
"60"	"patient.drugs.drug.10.therapy_types.therapy_type"	"1"	"chemotherapy ,NA ,"
"64"	"patient.drugs.drug.10.tx_on_clinical_trial"	"1"	"NA ,no ,"
"65"	"patient.drugs.drug.10.year_of_form_completion"	"1"	"2013 ,NA ,"
"73"	"patient.drugs.drug.2.measure_of_response"	"0.892553723138431"	"clinical progressive disease ,complete response ,NA ,partial response ,stable disease ,"
"75"	"patient.drugs.drug.2.number_cycles"	"0.0139930034982509"	"03 ,04 ,1 ,2 ,3 ,4 ,5 ,6 ,8 ,NA ,"
"77"	"patient.drugs.drug.2.prescribed_dose_units"	"0.154922538730635"	"auc ,mg ,mg/day ,mg/kg ,mg/m2 ,NA ,"
"78"	"patient.drugs.drug.2.regimen_indication"	"0.00199900049975012"	"adjuvant ,NA ,other: specify in notes ,palliative ,progression ,recurrence ,"
"79"	"patient.drugs.drug.2.regimen_indication_notes"	"0.0429785107446277"	"NA ,neo-adjuvant ,neoadjuvant ,new primary ,"
"80"	"patient.drugs.drug.2.regimen_number"	"0.0819590204897551"	"01 ,02 ,1 ,2 ,3 ,4 ,NA ,"
"81"	"patient.drugs.drug.2.route_of_administrations.route_of_administration"	"0.0269865067466267"	"intravenous (iv) ,NA ,oral ,"
"82"	"patient.drugs.drug.2.therapy_ongoing"	"0.337331334332834"	"NA ,no ,yes ,"
"83"	"patient.drugs.drug.2.therapy_types.therapy_type"	"0.388305847076462"	"chemotherapy ,NA ,targeted molecular therapy ,"
"86"	"patient.drugs.drug.2.total_dose_units"	"0.00549725137431284"	"mg ,mg/m2 ,NA ,"
"87"	"patient.drugs.drug.2.tx_on_clinical_trial"	"0.678660669665167"	"NA ,no ,yes ,"
"88"	"patient.drugs.drug.2.year_of_form_completion"	"0.0259870064967516"	"2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,NA ,"
"91"	"patient.drugs.drug.3.clinical_trail_drug_classification"	"0.109161793372319"	"NA ,tyrosine kinase inhibitor ,"
"96"	"patient.drugs.drug.3.measure_of_response"	"0.389805097451274"	"clinical progressive disease ,complete response ,NA ,partial response ,stable disease ,"
"98"	"patient.drugs.drug.3.number_cycles"	"0.225387306346827"	"04 ,1 ,2 ,3 ,4 ,5 ,6 ,8 ,NA ,"
"100"	"patient.drugs.drug.3.prescribed_dose_units"	"0.0809595202398801"	"mg ,mg/m2 ,NA ,"
"101"	"patient.drugs.drug.3.regimen_indication"	"0.20039980009995"	"adjuvant ,NA ,palliative ,progression ,recurrence ,"
"103"	"patient.drugs.drug.3.regimen_number"	"0.126936531734133"	"01 ,02 ,1 ,2 ,3 ,lccc 9831 ,NA ,"
"104"	"patient.drugs.drug.3.route_of_administrations.route_of_administration"	"0.229385307346327"	"intravenous (iv) ,NA ,oral ,"
"105"	"patient.drugs.drug.3.therapy_ongoing"	"0.0974512743628186"	"NA ,no ,yes ,"
"106"	"patient.drugs.drug.3.therapy_types.therapy_type"	"0.286856571714143"	"ancillary ,chemotherapy ,immunotherapy ,NA ,targeted molecular therapy ,"
"109"	"patient.drugs.drug.3.total_dose_units"	"0.0779610194902549"	"mg ,mg/m2 ,NA ,"
"110"	"patient.drugs.drug.3.tx_on_clinical_trial"	"0.264367816091954"	"NA ,no ,yes ,"
"111"	"patient.drugs.drug.3.year_of_form_completion"	"0.055472263868066"	"2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,NA ,"
"119"	"patient.drugs.drug.4.measure_of_response"	"0.0569715142428786"	"clinical progressive disease ,complete response ,NA ,stable disease ,"
"121"	"patient.drugs.drug.4.number_cycles"	"0.218890554722639"	"01 ,1 ,2 ,4 ,5 ,NA ,"
"122"	"patient.drugs.drug.4.prescribed_dose"	"0.564217891054473"	"05 ,1600 ,25mg/m2 = 50mg ,262 ,308 ,40 ,460 ,NA ,"
"123"	"patient.drugs.drug.4.prescribed_dose_units"	"0.152423788105947"	"auc ,g/m2 ,mg ,mg/m2 ,NA ,"
"124"	"patient.drugs.drug.4.regimen_indication"	"0.336831584207896"	"adjuvant ,NA ,palliative ,progression ,"
"126"	"patient.drugs.drug.4.regimen_number"	"0.344827586206897"	"01 ,02 ,1 ,2 ,3 ,4 ,NA ,"
"127"	"patient.drugs.drug.4.route_of_administrations.route_of_administration"	"0.389805097451274"	"intramuscular (im) ,intravenous (iv) ,NA ,"
"128"	"patient.drugs.drug.4.therapy_ongoing"	"0.087456271864068"	"NA ,no ,yes ,"
"129"	"patient.drugs.drug.4.therapy_types.therapy_type"	"0.141429285357321"	"ancillary ,chemotherapy ,immunotherapy ,NA ,other, specify ,"
"130"	"patient.drugs.drug.4.therapy_types.therapy_type_notes"	"1"	"NA ,phase ii clinical trial krw2170 ,"
"131"	"patient.drugs.drug.4.total_dose"	"0.489255372313843"	"1048 ,150 ,308 ,40 ,460 ,8000 ,NA ,"
"132"	"patient.drugs.drug.4.total_dose_units"	"0.118940529735132"	"mg ,mg/m2 ,NA ,"
"133"	"patient.drugs.drug.4.tx_on_clinical_trial"	"0.155422288855572"	"NA ,no ,yes ,"
"134"	"patient.drugs.drug.4.year_of_form_completion"	"0.161419290354823"	"2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,NA ,"
"138"	"patient.drugs.drug.5.day_of_form_completion"	"0.0864567716141929"	"17 ,20 ,3 ,31 ,5 ,6 ,7 ,9 ,NA ,"
"142"	"patient.drugs.drug.5.measure_of_response"	"0.0384807596201899"	"clinical progressive disease ,complete response ,NA ,stable disease ,"
"143"	"patient.drugs.drug.5.month_of_form_completion"	"0.0709645177411294"	"1 ,10 ,12 ,3 ,4 ,5 ,6 ,9 ,NA ,"
"144"	"patient.drugs.drug.5.number_cycles"	"1"	"2 ,4 ,6 ,NA ,"
"145"	"patient.drugs.drug.5.prescribed_dose"	"1"	"100mg/m2 ,788 ,NA ,"
"146"	"patient.drugs.drug.5.prescribed_dose_units"	"1"	"mg ,mg/m2 ,NA ,"
"147"	"patient.drugs.drug.5.regimen_indication"	"1"	"adjuvant ,NA ,progression ,recurrence ,"
"149"	"patient.drugs.drug.5.regimen_number"	"1"	"1 ,2 ,5 ,NA ,"
"150"	"patient.drugs.drug.5.route_of_administrations.route_of_administration"	"1"	"intravenous (iv) ,NA ,"
"151"	"patient.drugs.drug.5.therapy_ongoing"	"0.133122488454084"	"NA ,no ,"
"152"	"patient.drugs.drug.5.therapy_types.therapy_type"	"0.0729635182408796"	"ancillary ,chemotherapy ,NA ,"
"154"	"patient.drugs.drug.5.total_dose"	"1"	"3152 ,NA ,"
"155"	"patient.drugs.drug.5.total_dose_units"	"1"	"mg ,NA ,"
"156"	"patient.drugs.drug.5.tx_on_clinical_trial"	"0.0643179933356439"	"NA ,no ,"
"157"	"patient.drugs.drug.5.year_of_form_completion"	"0.177411294352824"	"2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,NA ,"
"158"	"patient.drugs.drug.6.bcr_drug_barcode"	"0.171914042978511"	"NA ,tcga-53-7624-d39735 ,tcga-64-5815-d31484 ,tcga-73-4659-d12854 ,tcga-73-4675-d71061 ,tcga-73-a9rs-d60830 ,tcga-86-7701-d58405 ,tcga-j2-8194-d55428 ,"
"159"	"patient.drugs.drug.6.bcr_drug_uuid"	"0.180909545227386"	"08130c1e-5bb6-4080-939e-11d5e4215eef ,4878b403-b86b-448f-a98c-f33fb9f7ea01 ,4a12034c-0bf9-4eb9-a160-0cf1abb40e59 ,9628b2fd-edbe-415b-a139-7ec10c28cf7e ,bc782e72-1b7c-451f-a7dd-ff17f0ea035a ,d7831cc1-b080-4f51-a2c1-3a32b60aa83f ,f21dd793-5c47-438b-9cbc-8e3b6b4de464 ,NA ,"
"161"	"patient.drugs.drug.6.day_of_form_completion"	"0.149925037481259"	"17 ,3 ,31 ,7 ,9 ,NA ,"
"162"	"patient.drugs.drug.6.days_to_drug_therapy_end"	"0.375812093953024"	"186 ,195 ,483 ,581 ,NA ,"
"163"	"patient.drugs.drug.6.days_to_drug_therapy_start"	"0.172913543228386"	"146 ,284 ,459 ,546 ,66 ,663 ,706 ,NA ,"
"164"	"patient.drugs.drug.6.drug_name"	"0.108945527236382"	"almita ,avastin ,cisplatin ,erlotinib ,gemcitabine ,NA ,zoledronic acid ,"
"165"	"patient.drugs.drug.6.measure_of_response"	"0.297351324337831"	"clinical progressive disease ,complete response ,NA ,stable disease ,"
"166"	"patient.drugs.drug.6.month_of_form_completion"	"0.102948525737131"	"1 ,12 ,3 ,4 ,5 ,6 ,NA ,"
"167"	"patient.drugs.drug.6.number_cycles"	"1"	"2 ,NA ,"
"168"	"patient.drugs.drug.6.prescribed_dose"	"1"	"75mg/m2 - 150mg ,NA ,"
"169"	"patient.drugs.drug.6.prescribed_dose_units"	"1"	"mg/m2 ,NA ,"
"170"	"patient.drugs.drug.6.regimen_indication"	"1"	"NA ,progression ,"
"172"	"patient.drugs.drug.6.regimen_number"	"1"	"6 ,NA ,"
"173"	"patient.drugs.drug.6.route_of_administrations.route_of_administration"	"1"	"intravenous (iv) ,NA ,"
"174"	"patient.drugs.drug.6.therapy_ongoing"	"0.187906046976512"	"NA ,no ,yes ,"
"175"	"patient.drugs.drug.6.therapy_types.therapy_type"	"0.107946026986507"	"ancillary ,chemotherapy ,NA ,targeted molecular therapy ,"
"177"	"patient.drugs.drug.6.total_dose"	"1"	"300 ,NA ,"
"178"	"patient.drugs.drug.6.total_dose_units"	"1"	"mg ,NA ,"
"179"	"patient.drugs.drug.6.tx_on_clinical_trial"	"0.131813927034303"	"NA ,no ,"
"180"	"patient.drugs.drug.6.year_of_form_completion"	"0.170414792603698"	"2010 ,2012 ,2013 ,2014 ,2015 ,NA ,"
"181"	"patient.drugs.drug.7.bcr_drug_barcode"	"0.362818590704648"	"NA ,tcga-53-7624-d39736 ,tcga-73-4659-d12858 ,tcga-73-4675-d71062 ,tcga-86-7701-d58407 ,"
"182"	"patient.drugs.drug.7.bcr_drug_uuid"	"0.371814092953523"	"3bf6c8dc-1cb9-4686-987c-7da51220b8a3 ,5cda082a-cff9-4e2a-9c47-299425450ef8 ,8c75d7ce-9fc9-4bff-b261-dd159cfed86f ,e1e21cb8-57eb-41c0-bc61-810f106edb69 ,NA ,"
"184"	"patient.drugs.drug.7.day_of_form_completion"	"0.407296351824088"	"17 ,3 ,31 ,9 ,NA ,"
"185"	"patient.drugs.drug.7.days_to_drug_therapy_end"	"1"	"186 ,609 ,676 ,NA ,"
"186"	"patient.drugs.drug.7.days_to_drug_therapy_start"	"0.362818590704648"	"592 ,602 ,66 ,936 ,NA ,"
"187"	"patient.drugs.drug.7.drug_name"	"0.378810594702649"	"gemcitabine ,NA ,tarceva ,taxol ,vinorelbine ,"
"188"	"patient.drugs.drug.7.measure_of_response"	"1"	"clinical progressive disease ,NA ,"
"189"	"patient.drugs.drug.7.month_of_form_completion"	"0.361319340329835"	"1 ,12 ,3 ,4 ,NA ,"
"190"	"patient.drugs.drug.7.number_cycles"	"1"	"2 ,NA ,"
"191"	"patient.drugs.drug.7.prescribed_dose"	"1"	"50mg/m2 = 100mg ,NA ,"
"192"	"patient.drugs.drug.7.prescribed_dose_units"	"1"	"mg/m2 ,NA ,"
"193"	"patient.drugs.drug.7.regimen_indication"	"1"	"NA ,progression ,"
"195"	"patient.drugs.drug.7.regimen_number"	"1"	"7 ,NA ,"
"196"	"patient.drugs.drug.7.route_of_administrations.route_of_administration"	"1"	"intravenous (iv) ,NA ,"
"197"	"patient.drugs.drug.7.therapy_ongoing"	"0.135932033983008"	"NA ,no ,yes ,"
"198"	"patient.drugs.drug.7.therapy_types.therapy_type"	"0.3711169494434"	"chemotherapy ,NA ,"
"200"	"patient.drugs.drug.7.total_dose"	"1"	"200 ,NA ,"
"201"	"patient.drugs.drug.7.total_dose_units"	"1"	"mg ,NA ,"
"202"	"patient.drugs.drug.7.tx_on_clinical_trial"	"0.293545471841704"	"NA ,no ,"
"203"	"patient.drugs.drug.7.year_of_form_completion"	"0.369315342328836"	"2010 ,2013 ,2014 ,2015 ,NA ,"
"204"	"patient.drugs.drug.8.bcr_drug_barcode"	"0.298850574712644"	"NA ,tcga-53-7624-d39737 ,tcga-73-4659-d12862 ,tcga-86-7701-d58408 ,"
"205"	"patient.drugs.drug.8.bcr_drug_uuid"	"0.279860069965017"	"0d2c7085-2781-4e8e-8b42-63ec7e58b646 ,87e2d964-3168-438c-9cb9-1f81d70122ae ,dc37e270-9e05-421e-a7f4-8b20df86dc92 ,NA ,"
"207"	"patient.drugs.drug.8.day_of_form_completion"	"0.303848075962019"	"3 ,31 ,9 ,NA ,"
"208"	"patient.drugs.drug.8.days_to_drug_therapy_end"	"1"	"490 ,657 ,NA ,"
"209"	"patient.drugs.drug.8.days_to_drug_therapy_start"	"0.290354822588706"	"339 ,624 ,936 ,NA ,"
"210"	"patient.drugs.drug.8.drug_name"	"0.291354322838581"	"carboplatinum ,cyc-116/cyclocel ,docetaxel ,NA ,"
"211"	"patient.drugs.drug.8.measure_of_response"	"1"	"clinical progressive disease ,NA ,"
"212"	"patient.drugs.drug.8.month_of_form_completion"	"0.289855072463768"	"1 ,12 ,4 ,NA ,"
"213"	"patient.drugs.drug.8.number_cycles"	"1"	"3 ,NA ,"
"214"	"patient.drugs.drug.8.prescribed_dose"	"1"	"720 mg ,NA ,"
"215"	"patient.drugs.drug.8.prescribed_dose_units"	"1"	"mg ,NA ,"
"216"	"patient.drugs.drug.8.regimen_indication"	"1"	"NA ,other: specify in notes ,"
"217"	"patient.drugs.drug.8.regimen_indication_notes"	"1"	"NA ,protocol ,"
"218"	"patient.drugs.drug.8.regimen_number"	"1"	"8 ,NA ,"
"219"	"patient.drugs.drug.8.route_of_administrations.route_of_administration"	"1"	"NA ,oral ,"
"220"	"patient.drugs.drug.8.therapy_ongoing"	"0.12743628185907"	"NA ,no ,yes ,"
"221"	"patient.drugs.drug.8.therapy_types.therapy_type"	"0.292853573213393"	"chemotherapy ,NA ,other, specify ,"
"222"	"patient.drugs.drug.8.therapy_types.therapy_type_notes"	"1"	"aurora kinase inhibitor - protocol therapy ,NA ,"
"223"	"patient.drugs.drug.8.total_dose"	"1"	"15120 ,NA ,"
"224"	"patient.drugs.drug.8.total_dose_units"	"1"	"mg ,NA ,"
"225"	"patient.drugs.drug.8.tx_on_clinical_trial"	"0.206597222222224"	"NA ,no ,"
"226"	"patient.drugs.drug.8.year_of_form_completion"	"0.290354822588706"	"2010 ,2013 ,2014 ,NA ,"
"227"	"patient.drugs.drug.9.bcr_drug_barcode"	"1"	"NA ,tcga-53-7624-d39738 ,"
"228"	"patient.drugs.drug.9.bcr_drug_uuid"	"1"	"0f25327c-c54d-4542-a956-47affd9d63b5 ,NA ,"
"230"	"patient.drugs.drug.9.day_of_form_completion"	"1"	"31 ,NA ,"
"231"	"patient.drugs.drug.9.days_to_drug_therapy_end"	"1"	"490 ,NA ,"
"232"	"patient.drugs.drug.9.days_to_drug_therapy_start"	"1"	"339 ,NA ,"
"233"	"patient.drugs.drug.9.drug_name"	"1"	"bevacizumab ,NA ,"
"234"	"patient.drugs.drug.9.measure_of_response"	"1"	"clinical progressive disease ,NA ,"
"235"	"patient.drugs.drug.9.month_of_form_completion"	"1"	"1 ,NA ,"
"243"	"patient.drugs.drug.9.therapy_ongoing"	"1"	"NA ,no ,"
"244"	"patient.drugs.drug.9.therapy_types.therapy_type"	"1"	"chemotherapy ,NA ,"
"248"	"patient.drugs.drug.9.tx_on_clinical_trial"	"1"	"NA ,no ,"
"249"	"patient.drugs.drug.9.year_of_form_completion"	"1"	"2013 ,NA ,"
"252"	"patient.drugs.drug.clinical_trail_drug_classification"	"1"	"asci ,NA ,"
"257"	"patient.drugs.drug.measure_of_response"	"0.738130934532734"	"clinical progressive disease ,complete response ,NA ,partial response ,stable disease ,"
"261"	"patient.drugs.drug.prescribed_dose_units"	"0.172913543228386"	"auc ,mg ,mg/day ,mg/m2 ,mg/ml ,ml ,NA ,"
"262"	"patient.drugs.drug.regimen_indication"	"0.0329835082458771"	"adjuvant ,NA ,other: specify in notes ,palliative ,progression ,recurrence ,"
"263"	"patient.drugs.drug.regimen_indication_notes"	"0.0304847576211894"	"NA ,neo-adjuvant ,neoadjuvant ,new primary ,"
"264"	"patient.drugs.drug.regimen_number"	"0.0774612693653173"	"01 ,1 ,3 ,lccc 9831 ,NA ,"
"265"	"patient.drugs.drug.route_of_administrations.route_of_administration"	"0.0249875062468766"	"intramuscular (im) ,intravenous (iv) ,NA ,oral ,"
"266"	"patient.drugs.drug.therapy_ongoing"	"0.811594202898551"	"NA ,no ,yes ,"
"267"	"patient.drugs.drug.therapy_types.therapy_type"	"0.150924537731134"	"chemotherapy ,immunotherapy ,NA ,other, specify ,targeted molecular therapy ,vaccine ,"
"268"	"patient.drugs.drug.therapy_types.therapy_type_notes"	"0.10916179337232"	"gsk mage vaccine study ,NA ,"
"270"	"patient.drugs.drug.total_dose_units"	"0.000499750124937531"	"g/m2 ,mg ,mg/m2 ,ml ,NA ,"
"271"	"patient.drugs.drug.tx_on_clinical_trial"	"0.521739130434783"	"NA ,no ,yes ,"
"272"	"patient.drugs.drug.year_of_form_completion"	"0.101449275362319"	"2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,NA ,"
"273"	"patient.eastern_cancer_oncology_group"	"0.773613193403298"	"0 ,1 ,2 ,3 ,NA ,"
"274"	"patient.egfr_mutation_performed"	"0.149425287356322"	"NA ,no ,yes ,"
"275"	"patient.egfr_mutation_result"	"0.84607696151924"	"exon 19 deletion ,l858r ,l861q ,NA ,other ,t790m ,"
"276"	"patient.eml4_alk_translocation_method"	"0.72063968015992"	"fish ,ihc ,NA ,rt-pcr ,"
"277"	"patient.eml4_alk_translocation_performed"	"0.0994502748625687"	"NA ,no ,yes ,"
"279"	"patient.ethnicity"	"0.264367816091954"	"hispanic or latino ,NA ,not hispanic or latino ,"
"281"	"patient.follow_ups.follow_up.2.additional_pharmaceutical_therapy"	"0.305847076461769"	"NA ,no ,yes ,"
"282"	"patient.follow_ups.follow_up.2.additional_radiation_therapy"	"0.215392303848076"	"NA ,no ,yes ,"
"283"	"patient.follow_ups.follow_up.2.additional_surgery_locoregional_procedure"	"1"	"NA ,no ,yes ,"
"284"	"patient.follow_ups.follow_up.2.additional_surgery_metastatic_procedure"	"0.700149925037481"	"NA ,no ,yes ,"
"288"	"patient.follow_ups.follow_up.2.days_to_additional_surgery_locoregional_procedure"	"1"	"1894 ,437 ,453 ,NA ,"
"289"	"patient.follow_ups.follow_up.2.days_to_additional_surgery_metastatic_procedure"	"0.474762618690655"	"112 ,1451 ,619 ,688 ,797 ,NA ,"
"293"	"patient.follow_ups.follow_up.2.eastern_cancer_oncology_group"	"0.0389805097451274"	"0 ,1 ,2 ,3 ,4 ,NA ,"
"294"	"patient.follow_ups.follow_up.2.followup_case_report_form_submission_reason"	"0.703648175912044"	"additional new tumor event ,NA ,scheduled follow-up submission ,"
"295"	"patient.follow_ups.follow_up.2.followup_treatment_success"	"0.071464267866067"	"complete remission/response ,NA ,partial remission/response ,progressive disease ,stable disease ,"
"296"	"patient.follow_ups.follow_up.2.karnofsky_performance_score"	"0.656671664167916"	"0 ,100 ,20 ,40 ,70 ,80 ,90 ,NA ,"
"297"	"patient.follow_ups.follow_up.2.lost_follow_up"	"0.231884057971014"	"NA ,no ,yes ,"
"299"	"patient.follow_ups.follow_up.2.new_neoplasm_event_types.new_neoplasm_event_type"	"1"	"distant metastasis ,locoregional recurrence ,NA ,new primary tumor ,"
"300"	"patient.follow_ups.follow_up.2.new_neoplasm_event_types.new_neoplasm_event_type.2"	"1"	"distant metastasis ,NA ,"
"301"	"patient.follow_ups.follow_up.2.new_tumor_event_after_initial_treatment"	"0.912043978010994"	"NA ,no ,yes ,"
"302"	"patient.follow_ups.follow_up.2.performance_status_scale_timing"	"0.0684657671164418"	"adjuvant therapy ,NA ,other ,post-adjuvant therapy ,pre-operative ,"
"303"	"patient.follow_ups.follow_up.2.person_neoplasm_cancer_status"	"1"	"NA ,tumor free ,with tumor ,"
"304"	"patient.follow_ups.follow_up.2.primary_therapy_outcome_success"	"0.734132933533233"	"complete remission/response ,NA ,progressive disease ,stable disease ,"
"305"	"patient.follow_ups.follow_up.2.progression_determined_by_list.progression_determined_by"	"0.663168415792104"	"biopsy with histologic confirmation ,convincing imaging ,NA ,"
"306"	"patient.follow_ups.follow_up.2.progression_determined_by_list.progression_determined_by.2"	"0.293545471841705"	"convincing imaging ,NA ,"
"307"	"patient.follow_ups.follow_up.2.radiation_therapy"	"0.584707646176912"	"NA ,no ,yes ,"
"308"	"patient.follow_ups.follow_up.2.targeted_molecular_therapy"	"0.27736131934033"	"NA ,no ,yes ,"
"309"	"patient.follow_ups.follow_up.2.vital_status"	"0.277861069465267"	"alive ,dead ,NA ,"
"310"	"patient.follow_ups.follow_up.2.year_of_form_completion"	"0.109445277361319"	"2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,NA ,"
"311"	"patient.follow_ups.follow_up.3.additional_pharmaceutical_therapy"	"0.426786606696652"	"NA ,no ,yes ,"
"312"	"patient.follow_ups.follow_up.3.additional_radiation_therapy"	"0.64767616191904"	"NA ,no ,yes ,"
"313"	"patient.follow_ups.follow_up.3.additional_surgery_locoregional_procedure"	"0.0784607696151924"	"NA ,no ,yes ,"
"314"	"patient.follow_ups.follow_up.3.additional_surgery_metastatic_procedure"	"1"	"NA ,no ,"
"318"	"patient.follow_ups.follow_up.3.days_to_additional_surgery_locoregional_procedure"	"1"	"1255 ,NA ,"
"320"	"patient.follow_ups.follow_up.3.days_to_death"	"0.507246376811594"	"1026 ,1073 ,1265 ,574 ,711 ,800 ,808 ,NA ,"
"321"	"patient.follow_ups.follow_up.3.days_to_last_followup"	"0.0199900049975013"	"1036 ,1147 ,1251 ,1280 ,1301 ,1324 ,1429 ,788 ,NA ,"
"323"	"patient.follow_ups.follow_up.3.eastern_cancer_oncology_group"	"0.206896551724138"	"0 ,2 ,NA ,"
"324"	"patient.follow_ups.follow_up.3.followup_case_report_form_submission_reason"	"0.0284857571214393"	"additional new tumor event ,NA ,scheduled follow-up submission ,"
"325"	"patient.follow_ups.follow_up.3.followup_treatment_success"	"0.0569715142428786"	"complete remission/response ,NA ,progressive disease ,stable disease ,"
"326"	"patient.follow_ups.follow_up.3.karnofsky_performance_score"	"0.192903548225887"	"0 ,90 ,NA ,"
"327"	"patient.follow_ups.follow_up.3.lost_follow_up"	"0.0464169771391348"	"NA ,no ,"
"329"	"patient.follow_ups.follow_up.3.new_neoplasm_event_types.new_neoplasm_event_type"	"0.493253373313343"	"distant metastasis ,locoregional recurrence ,NA ,new primary tumor ,"
"330"	"patient.follow_ups.follow_up.3.new_tumor_event_after_initial_treatment"	"0.00149925037481259"	"NA ,no ,yes ,"
"331"	"patient.follow_ups.follow_up.3.performance_status_scale_timing"	"0.060831039036619"	"NA ,other ,"
"332"	"patient.follow_ups.follow_up.3.person_neoplasm_cancer_status"	"0.0214892553723138"	"NA ,tumor free ,with tumor ,"
"333"	"patient.follow_ups.follow_up.3.primary_therapy_outcome_success"	"0.0314842578710645"	"complete remission/response ,NA ,progressive disease ,stable disease ,"
"334"	"patient.follow_ups.follow_up.3.progression_determined_by_list.progression_determined_by"	"0.440779610194903"	"biopsy with histologic confirmation ,convincing imaging ,NA ,"
"335"	"patient.follow_ups.follow_up.3.progression_determined_by_list.progression_determined_by.2"	"0.206597222222222"	"convincing imaging ,NA ,"
"336"	"patient.follow_ups.follow_up.3.radiation_therapy"	"0.0659670164917541"	"NA ,no ,yes ,"
"337"	"patient.follow_ups.follow_up.3.targeted_molecular_therapy"	"0.024487756121939"	"NA ,no ,yes ,"
"338"	"patient.follow_ups.follow_up.3.vital_status"	"0.0199900049975013"	"alive ,dead ,NA ,"
"339"	"patient.follow_ups.follow_up.3.year_of_form_completion"	"0.0484757621189405"	"2010 ,2011 ,2012 ,2013 ,2014 ,NA ,"
"340"	"patient.follow_ups.follow_up.4.additional_pharmaceutical_therapy"	"1"	"NA ,no ,"
"341"	"patient.follow_ups.follow_up.4.additional_radiation_therapy"	"1"	"NA ,yes ,"
"342"	"patient.follow_ups.follow_up.4.additional_surgery_locoregional_procedure"	"1"	"NA ,no ,"
"344"	"patient.follow_ups.follow_up.4.bcr_followup_barcode"	"1"	"NA ,tcga-44-2659-f40300 ,tcga-44-2664-f34138 ,"
"345"	"patient.follow_ups.follow_up.4.bcr_followup_uuid"	"1"	"2386c68e-b1ca-41b8-a7e5-129d0ce2e2ca ,d19e4687-3387-4057-ba51-2a86d4ae43aa ,NA ,"
"346"	"patient.follow_ups.follow_up.4.day_of_form_completion"	"1"	"15 ,30 ,NA ,"
"350"	"patient.follow_ups.follow_up.4.days_to_last_followup"	"1"	"1251 ,1367 ,NA ,"
"351"	"patient.follow_ups.follow_up.4.days_to_new_tumor_event_after_initial_treatment"	"1"	"832 ,NA ,"
"352"	"patient.follow_ups.follow_up.4.eastern_cancer_oncology_group"	"1"	"2 ,NA ,"
"353"	"patient.follow_ups.follow_up.4.followup_case_report_form_submission_reason"	"1"	"additional new tumor event ,NA ,scheduled follow-up submission ,"
