"V1"	"V2"	"V3"	"V4"
"206"	"patient.drugs.drug.17.bcr_drug_uuid"	"1"	"28b4628d-26ff-4ffe-998d-3a1de2be56b8 ,NA ,"
"208"	"patient.drugs.drug.17.day_of_form_completion"	"1"	"24 ,NA ,"
"209"	"patient.drugs.drug.17.days_to_drug_therapy_end"	"1"	"844 ,NA ,"
"210"	"patient.drugs.drug.17.days_to_drug_therapy_start"	"1"	"844 ,NA ,"
"211"	"patient.drugs.drug.17.drug_name"	"1"	"5-fu ,NA ,"
"212"	"patient.drugs.drug.17.measure_of_response"	"1"	"clinical progressive disease ,NA ,"
"213"	"patient.drugs.drug.17.month_of_form_completion"	"1"	"4 ,NA ,"
"221"	"patient.drugs.drug.17.therapy_ongoing"	"1"	"NA ,no ,"
"222"	"patient.drugs.drug.17.therapy_types.therapy_type"	"1"	"chemotherapy ,NA ,"
"226"	"patient.drugs.drug.17.tx_on_clinical_trial"	"1"	"NA ,no ,"
"227"	"patient.drugs.drug.17.year_of_form_completion"	"1"	"2012 ,NA ,"
"228"	"patient.drugs.drug.18.bcr_drug_barcode"	"1"	"NA ,tcga-a6-2671-d31178 ,"
"229"	"patient.drugs.drug.18.bcr_drug_uuid"	"1"	"9ef7c5d5-470f-4586-8ff2-adb6b1db8667 ,NA ,"
"231"	"patient.drugs.drug.18.day_of_form_completion"	"1"	"24 ,NA ,"
"232"	"patient.drugs.drug.18.days_to_drug_therapy_end"	"1"	"844 ,NA ,"
"233"	"patient.drugs.drug.18.days_to_drug_therapy_start"	"1"	"844 ,NA ,"
"234"	"patient.drugs.drug.18.drug_name"	"1"	"leucovorin ,NA ,"
"235"	"patient.drugs.drug.18.measure_of_response"	"1"	"clinical progressive disease ,NA ,"
"236"	"patient.drugs.drug.18.month_of_form_completion"	"1"	"4 ,NA ,"
"244"	"patient.drugs.drug.18.therapy_ongoing"	"1"	"NA ,no ,"
"245"	"patient.drugs.drug.18.therapy_types.therapy_type"	"1"	"ancillary ,NA ,"
"249"	"patient.drugs.drug.18.tx_on_clinical_trial"	"1"	"NA ,no ,"
"250"	"patient.drugs.drug.18.year_of_form_completion"	"1"	"2012 ,NA ,"
"251"	"patient.drugs.drug.19.bcr_drug_barcode"	"1"	"NA ,tcga-a6-2671-d31179 ,"
"252"	"patient.drugs.drug.19.bcr_drug_uuid"	"1"	"0b9b3648-918f-4f14-a9c8-5cd58d935ed7 ,NA ,"
"254"	"patient.drugs.drug.19.day_of_form_completion"	"1"	"24 ,NA ,"
"255"	"patient.drugs.drug.19.days_to_drug_therapy_end"	"1"	"846 ,NA ,"
"256"	"patient.drugs.drug.19.days_to_drug_therapy_start"	"1"	"844 ,NA ,"
"257"	"patient.drugs.drug.19.drug_name"	"1"	"5-fu ,NA ,"
"258"	"patient.drugs.drug.19.measure_of_response"	"1"	"clinical progressive disease ,NA ,"
"259"	"patient.drugs.drug.19.month_of_form_completion"	"1"	"4 ,NA ,"
"267"	"patient.drugs.drug.19.therapy_ongoing"	"1"	"NA ,no ,"
"268"	"patient.drugs.drug.19.therapy_types.therapy_type"	"1"	"chemotherapy ,NA ,"
"272"	"patient.drugs.drug.19.tx_on_clinical_trial"	"1"	"NA ,no ,"
"273"	"patient.drugs.drug.19.year_of_form_completion"	"1"	"2012 ,NA ,"
"281"	"patient.drugs.drug.2.measure_of_response"	"0.685657171414293"	"clinical progressive disease ,complete response ,NA ,partial response ,stable disease ,"
"285"	"patient.drugs.drug.2.prescribed_dose_units"	"0.866066966516742"	"mg ,mg/day ,mg/m2 ,NA ,"
"286"	"patient.drugs.drug.2.regimen_indication"	"0.863068465767116"	"adjuvant ,NA ,other: specify in notes ,palliative ,progression ,"
"287"	"patient.drugs.drug.2.regimen_indication_notes"	"1"	"metastatic ,NA ,"
"288"	"patient.drugs.drug.2.regimen_number"	"0.790604697651174"	"1 ,2 ,NA ,"
"289"	"patient.drugs.drug.2.route_of_administrations.route_of_administration"	"0.807096451774113"	"intravenous (iv) ,NA ,oral ,"
"290"	"patient.drugs.drug.2.therapy_ongoing"	"0.871564217891054"	"NA ,no ,yes ,"
"291"	"patient.drugs.drug.2.therapy_types.therapy_type"	"0.869065467266367"	"ancillary ,chemotherapy ,immunotherapy ,NA ,other, specify ,targeted molecular therapy ,"
"292"	"patient.drugs.drug.2.therapy_types.therapy_type_notes"	"0.189905047476262"	"ancillary ,ancillary agent ,clinical trial ,NA ,phase iii clinial trial ,"
"294"	"patient.drugs.drug.2.total_dose_units"	"0.817591204397801"	"mg ,mg/day ,mg/m2 ,NA ,"
"295"	"patient.drugs.drug.2.tx_on_clinical_trial"	"0.789105447276362"	"NA ,no ,yes ,"
"296"	"patient.drugs.drug.2.year_of_form_completion"	"0.740129935032484"	"2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,NA ,"
"297"	"patient.drugs.drug.20.bcr_drug_barcode"	"1"	"NA ,tcga-a6-2671-d31180 ,"
"298"	"patient.drugs.drug.20.bcr_drug_uuid"	"1"	"386e2918-33c5-4df0-a196-28864d9a87e3 ,NA ,"
"300"	"patient.drugs.drug.20.day_of_form_completion"	"1"	"24 ,NA ,"
"301"	"patient.drugs.drug.20.days_to_drug_therapy_end"	"1"	"984 ,NA ,"
"302"	"patient.drugs.drug.20.days_to_drug_therapy_start"	"1"	"844 ,NA ,"
"303"	"patient.drugs.drug.20.drug_name"	"1"	"avastin ,NA ,"
"304"	"patient.drugs.drug.20.measure_of_response"	"1"	"clinical progressive disease ,NA ,"
"305"	"patient.drugs.drug.20.month_of_form_completion"	"1"	"4 ,NA ,"
"313"	"patient.drugs.drug.20.therapy_ongoing"	"1"	"NA ,no ,"
"314"	"patient.drugs.drug.20.therapy_types.therapy_type"	"1"	"NA ,targeted molecular therapy ,"
"318"	"patient.drugs.drug.20.tx_on_clinical_trial"	"1"	"NA ,no ,"
"319"	"patient.drugs.drug.20.year_of_form_completion"	"1"	"2012 ,NA ,"
"320"	"patient.drugs.drug.21.bcr_drug_barcode"	"1"	"NA ,tcga-a6-2671-d31182 ,"
"321"	"patient.drugs.drug.21.bcr_drug_uuid"	"1"	"b57bfe0a-f932-417b-b510-dc6c1800c1a7 ,NA ,"
"323"	"patient.drugs.drug.21.day_of_form_completion"	"1"	"24 ,NA ,"
"324"	"patient.drugs.drug.21.days_to_drug_therapy_end"	"1"	"1105 ,NA ,"
"325"	"patient.drugs.drug.21.days_to_drug_therapy_start"	"1"	"1041 ,NA ,"
"326"	"patient.drugs.drug.21.drug_name"	"1"	"irinotecan ,NA ,"
"327"	"patient.drugs.drug.21.measure_of_response"	"1"	"clinical progressive disease ,NA ,"
"328"	"patient.drugs.drug.21.month_of_form_completion"	"1"	"4 ,NA ,"
"336"	"patient.drugs.drug.21.therapy_ongoing"	"1"	"NA ,no ,"
"337"	"patient.drugs.drug.21.therapy_types.therapy_type"	"1"	"chemotherapy ,NA ,"
"341"	"patient.drugs.drug.21.tx_on_clinical_trial"	"1"	"NA ,no ,"
"342"	"patient.drugs.drug.21.year_of_form_completion"	"1"	"2012 ,NA ,"
"343"	"patient.drugs.drug.22.bcr_drug_barcode"	"1"	"NA ,tcga-a6-2671-d31184 ,"
"344"	"patient.drugs.drug.22.bcr_drug_uuid"	"1"	"f8603c4a-b9ed-4efa-a9d1-07b84ae5c330 ,NA ,"
"346"	"patient.drugs.drug.22.day_of_form_completion"	"1"	"24 ,NA ,"
"347"	"patient.drugs.drug.22.days_to_drug_therapy_end"	"1"	"1091 ,NA ,"
"348"	"patient.drugs.drug.22.days_to_drug_therapy_start"	"1"	"1041 ,NA ,"
"349"	"patient.drugs.drug.22.drug_name"	"1"	"erbitux ,NA ,"
"350"	"patient.drugs.drug.22.measure_of_response"	"1"	"clinical progressive disease ,NA ,"
"351"	"patient.drugs.drug.22.month_of_form_completion"	"1"	"4 ,NA ,"
"359"	"patient.drugs.drug.22.therapy_ongoing"	"1"	"NA ,no ,"
"360"	"patient.drugs.drug.22.therapy_types.therapy_type"	"1"	"NA ,targeted molecular therapy ,"
"364"	"patient.drugs.drug.22.tx_on_clinical_trial"	"1"	"NA ,no ,"
"365"	"patient.drugs.drug.22.year_of_form_completion"	"1"	"2012 ,NA ,"
"373"	"patient.drugs.drug.3.measure_of_response"	"0.75512243878061"	"clinical progressive disease ,complete response ,NA ,partial response ,stable disease ,"
"377"	"patient.drugs.drug.3.prescribed_dose_units"	"0.862568715642179"	"g/day ,mg ,mg/m2 ,NA ,"
"378"	"patient.drugs.drug.3.regimen_indication"	"0.859570214892554"	"adjuvant ,NA ,other: specify in notes ,palliative ,progression ,"
"379"	"patient.drugs.drug.3.regimen_indication_notes"	"1"	"metastatic ,NA ,"
"380"	"patient.drugs.drug.3.regimen_number"	"0.788105947026487"	"1 ,2 ,NA ,"
"381"	"patient.drugs.drug.3.route_of_administrations.route_of_administration"	"0.801099450274863"	"intrahepatic ,intravenous (iv) ,intravesical ,NA ,"
"382"	"patient.drugs.drug.3.therapy_ongoing"	"1"	"NA ,no ,yes ,"
"383"	"patient.drugs.drug.3.therapy_types.therapy_type"	"1"	"ancillary ,chemotherapy ,immunotherapy ,NA ,other, specify ,"
"384"	"patient.drugs.drug.3.therapy_types.therapy_type_notes"	"0.256371814092954"	"ancillary ,clinical trial ,leucovorin ,NA ,phase iii clinical trial ,"
"386"	"patient.drugs.drug.3.total_dose_units"	"0.775612193903048"	"mg ,mg/m2 ,NA ,"
"387"	"patient.drugs.drug.3.tx_on_clinical_trial"	"1"	"NA ,no ,yes ,"
"388"	"patient.drugs.drug.3.year_of_form_completion"	"0.852073963018491"	"2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,NA ,"
"396"	"patient.drugs.drug.4.measure_of_response"	"0.636181909045477"	"clinical progressive disease ,complete response ,NA ,partial response ,stable disease ,"
"400"	"patient.drugs.drug.4.prescribed_dose_units"	"1"	"mg ,mg/day ,mg/m2 ,NA ,"
"401"	"patient.drugs.drug.4.regimen_indication"	"0.552223888055972"	"adjuvant ,NA ,other: specify in notes ,palliative ,progression ,"
"402"	"patient.drugs.drug.4.regimen_indication_notes"	"1"	"metastatic ,NA ,"
"403"	"patient.drugs.drug.4.regimen_number"	"0.500749625187406"	"1 ,2 ,3 ,NA ,"
"404"	"patient.drugs.drug.4.route_of_administrations.route_of_administration"	"0.385307346326837"	"intravenous (iv) ,NA ,oral ,subcutaneous (sc) ,"
"405"	"patient.drugs.drug.4.therapy_ongoing"	"0.561219390304848"	"NA ,no ,yes ,"
"406"	"patient.drugs.drug.4.therapy_types.therapy_type"	"0.407796101949025"	"ancillary ,chemotherapy ,immunotherapy ,NA ,other, specify ,targeted molecular therapy ,"
"407"	"patient.drugs.drug.4.therapy_types.therapy_type_notes"	"0.0914542728635682"	"ancillary ,ancillary agent ,clinical trial ,NA ,phase iii clinical trial ,"
"409"	"patient.drugs.drug.4.total_dose_units"	"1"	"mg ,NA ,"
"410"	"patient.drugs.drug.4.tx_on_clinical_trial"	"1"	"NA ,no ,yes ,"
"411"	"patient.drugs.drug.4.year_of_form_completion"	"0.518740629685157"	"2010 ,2011 ,2012 ,2013 ,2014 ,NA ,"
"419"	"patient.drugs.drug.5.measure_of_response"	"1"	"clinical progressive disease ,complete response ,NA ,partial response ,stable disease ,"
